viajero_id,fecha_llegada,tipo_viajero,edad,tamaño_grupo,duracion_estancia,gasto_total,gasto_diario_promedio,gasto_alimentacion,gasto_hospedaje,gasto_actividades,actividades_preferidas,factor_estacional,mes,año,temporada
viajero_002815,2021-01-05,aventura,23,1,11,7880.08,716.37,2306.22,3164.8,2409.06,"deportes_extremos,senderismo,tours_naturaleza",0.615,1,2021,invierno
viajero_002816,2024-05-13,negocios,52,1,1,3781.87,3781.87,1454.92,1569.95,757.0,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.1,5,2024,primavera
viajero_002817,2022-07-14,familiar,37,3,5,73690.16,14738.03,19745.81,27205.65,26738.7,"parques_tematicos,museos,playas,restaurantes_familiares",1.89,7,2022,verano
viajero_002818,2022-12-17,negocios,53,3,1,9111.84,9111.84,3614.1,4989.33,508.41,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.945,12,2022,invierno
viajero_002819,2023-08-29,negocios,45,3,3,17256.93,5752.31,5201.46,8788.14,3267.33,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.752,8,2023,verano
viajero_002820,2021-12-10,romantico,43,2,5,61410.2,12282.04,23112.99,19104.5,19192.7,"hoteles_boutique,restaurantes_romanticos,spas",1.64,12,2021,invierno
viajero_002821,2023-10-27,negocios,51,1,3,19554.0,6518.0,7272.28,9984.09,2297.63,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.397,10,2023,otoño
viajero_002822,2021-10-01,negocios,52,1,3,11673.91,3891.3,4124.39,5087.24,2462.28,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.333,10,2021,otoño
viajero_002823,2023-03-12,familiar,28,5,4,66600.67,16650.17,19294.86,24675.89,22629.91,"parques_tematicos,museos,playas,restaurantes_familiares",0.968,3,2023,primavera
viajero_002824,2021-01-05,aventura,40,2,6,7619.22,1269.87,2021.12,3068.32,2529.78,"deportes_extremos,senderismo,tours_naturaleza",0.615,1,2021,invierno
viajero_002825,2021-08-17,aventura,40,2,13,76358.24,5873.71,21270.17,30517.1,24570.97,"deportes_extremos,senderismo,tours_naturaleza",1.742,8,2021,verano
viajero_002826,2020-01-20,cultural,44,2,7,28378.56,4054.08,7627.06,12217.27,8534.22,"museos,sitios_historicos,tours_culturales,teatros",0.8,1,2020,invierno
viajero_002827,2023-03-21,romantico,36,2,4,31686.47,7921.62,11666.56,12308.57,7711.35,"hoteles_boutique,restaurantes_romanticos,spas",0.968,3,2023,primavera
viajero_002828,2021-04-01,cultural,58,4,5,31971.32,6394.26,11666.81,10336.04,9968.47,"museos,sitios_historicos,tours_culturales,teatros",1.23,4,2021,primavera
viajero_002829,2020-10-18,romantico,45,2,4,24316.54,6079.13,7122.93,9868.95,7324.65,"hoteles_boutique,restaurantes_romanticos,spas",0.9,10,2020,otoño
viajero_002830,2022-10-27,familiar,33,3,4,34446.76,8611.69,10870.04,12566.72,11010.0,"parques_tematicos,museos,playas,restaurantes_familiares",0.945,10,2022,otoño
viajero_002831,2024-11-08,aventura,23,2,7,16877.65,2411.09,4493.77,5983.29,6400.6,"deportes_extremos,senderismo,tours_naturaleza",0.77,11,2024,otoño
viajero_002832,2020-08-29,familiar,40,3,3,27255.75,9085.25,9966.97,10025.22,7263.56,"parques_tematicos,museos,playas,restaurantes_familiares",1.7,8,2020,verano
viajero_002833,2020-10-16,aventura,24,1,14,29455.79,2103.99,7824.52,9673.45,11957.82,"deportes_extremos,senderismo,tours_naturaleza",1.2,10,2020,otoño
viajero_002834,2023-10-02,cultural,59,1,3,9868.08,3289.36,2827.65,3504.51,3535.92,"museos,sitios_historicos,tours_culturales,teatros",1.183,10,2023,otoño
viajero_002835,2024-07-05,aventura,27,2,13,96336.94,7410.53,25557.08,33160.48,37619.38,"deportes_extremos,senderismo,tours_naturaleza",1.98,7,2024,verano
viajero_002836,2021-09-16,familiar,44,3,4,20232.41,5058.1,5853.82,8608.85,5769.74,"parques_tematicos,museos,playas,restaurantes_familiares",1.025,9,2021,otoño
viajero_002837,2021-03-11,familiar,31,4,3,36016.42,12005.47,13784.7,12952.13,9279.59,"parques_tematicos,museos,playas,restaurantes_familiares",0.922,3,2021,primavera
viajero_002838,2021-12-11,familiar,32,5,5,112671.79,22534.36,28743.36,35752.14,48176.3,"parques_tematicos,museos,playas,restaurantes_familiares",1.435,12,2021,invierno
viajero_002839,2023-12-08,familiar,34,3,3,22232.44,7410.81,8495.21,8953.36,4783.87,"parques_tematicos,museos,playas,restaurantes_familiares",1.505,12,2023,invierno
viajero_002840,2022-01-12,romantico,44,2,2,13019.02,6509.51,3579.79,5095.71,4343.52,"hoteles_boutique,restaurantes_romanticos,spas",0.735,1,2022,invierno
viajero_002841,2022-11-07,negocios,54,1,3,11786.88,3928.96,4386.66,6484.45,915.76,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.26,11,2022,otoño
viajero_002842,2020-07-10,familiar,28,4,3,42384.76,14128.25,15612.99,15432.08,11339.69,"parques_tematicos,museos,playas,restaurantes_familiares",1.8,7,2020,verano
viajero_002843,2024-06-09,familiar,36,4,3,54353.71,18117.9,21643.63,21070.13,11639.95,"parques_tematicos,museos,playas,restaurantes_familiares",1.65,6,2024,verano
viajero_002844,2024-09-28,cultural,35,1,3,7126.97,2375.66,2216.81,2211.6,2698.56,"museos,sitios_historicos,tours_culturales,teatros",1.32,9,2024,otoño
viajero_002845,2020-02-21,negocios,34,1,3,8733.65,2911.22,3307.89,4641.38,784.38,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.1,2,2020,invierno
viajero_002846,2024-11-23,aventura,22,3,12,33570.41,2797.53,10543.72,12086.26,10940.43,"deportes_extremos,senderismo,tours_naturaleza",0.77,11,2024,otoño
viajero_002847,2020-02-02,familiar,25,4,7,47618.09,6802.58,17905.64,20081.01,9631.43,"parques_tematicos,museos,playas,restaurantes_familiares",0.7,2,2020,invierno
viajero_002848,2025-09-15,familiar,45,5,7,84683.13,12097.59,28118.6,34171.25,22393.28,"parques_tematicos,museos,playas,restaurantes_familiares",1.125,9,2025,otoño
viajero_002849,2023-07-23,negocios,45,3,1,7431.64,7431.64,2384.54,4353.8,693.3,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.86,7,2023,verano
viajero_002850,2024-03-03,gastronomico,41,3,3,20825.11,6941.7,8821.28,6489.31,5514.52,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.99,3,2024,primavera
viajero_002851,2021-01-05,familiar,31,4,6,58335.88,9722.65,21689.46,21474.09,15172.33,"parques_tematicos,museos,playas,restaurantes_familiares",0.82,1,2021,invierno
viajero_002852,2023-04-19,romantico,27,2,3,15510.95,5170.32,6132.6,6800.4,2577.95,"hoteles_boutique,restaurantes_romanticos,spas",1.075,4,2023,primavera
viajero_002853,2023-09-24,negocios,43,1,3,11981.09,3993.7,4655.69,6832.12,493.28,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.29,9,2023,otoño
viajero_002854,2022-03-29,negocios,52,1,2,8695.81,4347.9,2874.92,3730.28,2090.6,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.26,3,2022,primavera
viajero_002855,2022-06-01,aventura,30,1,12,28390.06,2365.84,10705.33,12650.34,5034.4,"deportes_extremos,senderismo,tours_naturaleza",1.68,6,2022,verano
viajero_002856,2025-09-28,aventura,37,3,13,55001.89,4230.91,17366.01,19583.78,18052.09,"deportes_extremos,senderismo,tours_naturaleza",1.575,9,2025,otoño
viajero_002857,2023-03-27,negocios,30,1,3,10989.08,3663.03,4010.83,5679.01,1299.24,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.29,3,2023,primavera
viajero_002858,2020-09-13,familiar,39,3,5,35294.41,7058.88,13284.02,11662.22,10348.16,"parques_tematicos,museos,playas,restaurantes_familiares",1.0,9,2020,otoño
viajero_002859,2025-06-13,romantico,30,2,4,36362.77,9090.69,14308.76,13482.08,8571.94,"hoteles_boutique,restaurantes_romanticos,spas",1.463,6,2025,verano
viajero_002860,2022-04-08,aventura,37,2,14,38594.45,2756.75,11174.28,15077.55,12342.63,"deportes_extremos,senderismo,tours_naturaleza",1.155,4,2022,primavera
viajero_002861,2022-10-26,lujo,54,4,8,317990.44,39748.8,80768.54,149665.27,87556.62,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.155,10,2022,otoño
viajero_002862,2023-10-30,familiar,45,4,4,43158.96,10789.74,15478.63,13614.35,14065.98,"parques_tematicos,museos,playas,restaurantes_familiares",0.968,10,2023,otoño
viajero_002863,2022-07-11,lujo,48,2,7,169891.89,24270.27,49951.95,77162.09,42777.85,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.68,7,2022,verano
viajero_002864,2020-09-03,aventura,38,2,7,25421.92,3631.7,8326.36,7809.46,9286.11,"deportes_extremos,senderismo,tours_naturaleza",1.4,9,2020,otoño
viajero_002865,2021-07-23,deportivo,21,2,7,48684.03,6954.86,12675.44,16012.98,19995.61,"actividades_deportivas,gimnasios,competencias",1.537,7,2021,verano
viajero_002866,2023-07-04,negocios,38,1,2,5915.3,2957.65,2052.77,2799.03,1063.5,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.86,7,2023,verano
viajero_002867,2020-09-12,negocios,32,1,1,4471.7,4471.7,1423.59,2503.59,544.52,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.2,9,2020,otoño
viajero_002868,2025-10-13,familiar,45,5,3,37550.18,12516.73,13075.52,12664.8,11809.87,"parques_tematicos,museos,playas,restaurantes_familiares",1.012,10,2025,otoño
viajero_002869,2023-05-08,gastronomico,26,2,3,15673.34,5224.45,7842.64,4778.99,3051.71,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.29,5,2023,primavera
viajero_002870,2025-01-11,aventura,22,2,14,23625.26,1687.52,6642.51,7848.83,9133.92,"deportes_extremos,senderismo,tours_naturaleza",0.675,1,2025,invierno
viajero_002871,2025-02-16,negocios,48,1,3,17649.36,5883.12,6942.97,8863.47,1842.92,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.238,2,2025,invierno
viajero_002872,2025-01-29,familiar,45,5,3,37572.94,12524.31,11222.32,11567.02,14783.6,"parques_tematicos,museos,playas,restaurantes_familiares",0.9,1,2025,invierno
viajero_002873,2025-10-31,cultural,37,4,8,108920.97,13615.12,29201.29,43591.94,36127.74,"museos,sitios_historicos,tours_culturales,teatros",1.238,10,2025,otoño
viajero_002874,2025-07-17,mochilero,25,1,7,4803.06,686.15,1423.42,989.26,2390.38,"hostales,transporte_publico,comida_local",1.688,7,2025,verano
viajero_002875,2024-01-20,negocios,47,1,1,5421.14,5421.14,1431.17,2761.2,1228.78,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.1,1,2024,invierno
viajero_002876,2021-07-01,familiar,33,3,6,55507.09,9251.18,16674.89,22090.91,16741.29,"parques_tematicos,museos,playas,restaurantes_familiares",1.845,7,2021,verano
viajero_002877,2024-09-21,mochilero,30,1,13,9670.65,743.9,3846.49,1466.69,4357.46,"hostales,transporte_publico,comida_local",1.21,9,2024,otoño
viajero_002878,2021-06-29,negocios,31,1,3,11551.79,3850.6,3846.96,4962.0,2742.82,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.922,6,2021,verano
viajero_002879,2025-09-28,aventura,28,1,5,14334.05,2866.81,4881.0,6161.95,3291.09,"deportes_extremos,senderismo,tours_naturaleza",1.575,9,2025,otoño
viajero_002880,2025-12-28,aventura,28,2,9,29905.6,3322.84,8363.68,11229.24,10312.68,"deportes_extremos,senderismo,tours_naturaleza",0.9,12,2025,invierno
viajero_002881,2022-02-23,aventura,23,4,10,39967.72,3996.77,11741.18,15950.85,12275.68,"deportes_extremos,senderismo,tours_naturaleza",0.525,2,2022,invierno
viajero_002882,2023-02-08,gastronomico,60,4,2,11723.45,5861.73,5822.97,4988.32,912.16,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.752,2,2023,invierno
viajero_002883,2024-10-31,aventura,26,4,11,73572.91,6688.45,20368.06,28632.05,24572.81,"deportes_extremos,senderismo,tours_naturaleza",1.32,10,2024,otoño
viajero_002884,2025-01-31,cultural,45,4,3,29421.72,9807.24,7898.2,10142.48,11381.04,"museos,sitios_historicos,tours_culturales,teatros",0.9,1,2025,invierno
viajero_002885,2022-12-06,aventura,29,1,7,7336.94,1048.13,1913.77,3090.11,2333.05,"deportes_extremos,senderismo,tours_naturaleza",0.84,12,2022,invierno
viajero_002886,2022-06-03,negocios,47,1,3,10014.73,3338.24,2732.15,4811.08,2471.5,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.945,6,2022,verano
viajero_002887,2024-10-22,negocios,38,1,2,7526.26,3763.13,3003.0,3040.18,1483.09,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.43,10,2024,otoño
viajero_002888,2023-02-03,familiar,45,4,6,38515.69,6419.28,12806.82,13667.91,12040.96,"parques_tematicos,museos,playas,restaurantes_familiares",0.752,2,2023,invierno
viajero_002889,2020-01-03,aventura,27,2,7,10117.22,1445.32,2747.61,4529.58,2840.02,"deportes_extremos,senderismo,tours_naturaleza",0.6,1,2020,invierno
viajero_002890,2025-07-09,cultural,51,3,5,58721.11,11744.22,18430.72,24512.89,15777.51,"museos,sitios_historicos,tours_culturales,teatros",1.575,7,2025,verano
viajero_002891,2025-11-20,familiar,39,3,5,36997.67,7399.53,11354.04,12972.2,12671.43,"parques_tematicos,museos,playas,restaurantes_familiares",0.9,11,2025,otoño
viajero_002892,2024-06-18,familiar,41,5,3,79587.86,26529.29,23073.52,33518.6,22995.73,"parques_tematicos,museos,playas,restaurantes_familiares",1.65,6,2024,verano
viajero_002893,2025-01-30,aventura,27,1,8,10695.84,1336.98,2743.73,4123.09,3829.02,"deportes_extremos,senderismo,tours_naturaleza",0.675,1,2025,invierno
viajero_002894,2023-03-21,cultural,57,3,4,17078.95,4269.74,4521.16,5697.28,6860.51,"museos,sitios_historicos,tours_culturales,teatros",1.075,3,2023,primavera
viajero_002895,2025-09-25,familiar,29,3,4,26381.3,6595.32,9624.87,10389.53,6366.9,"parques_tematicos,museos,playas,restaurantes_familiares",1.125,9,2025,otoño
viajero_002896,2021-01-23,familiar,30,3,3,23712.85,7904.28,8657.93,7763.16,7291.76,"parques_tematicos,museos,playas,restaurantes_familiares",0.82,1,2021,invierno
viajero_002897,2025-09-30,familiar,32,3,5,51503.65,10300.73,19673.02,20099.65,11730.98,"parques_tematicos,museos,playas,restaurantes_familiares",1.125,9,2025,otoño
viajero_002898,2021-03-24,negocios,54,1,1,4162.71,4162.71,1095.65,1787.4,1279.66,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.23,3,2021,primavera
viajero_002899,2020-11-13,familiar,33,5,6,79520.76,13253.46,20297.43,31470.03,27753.3,"parques_tematicos,museos,playas,restaurantes_familiares",0.8,11,2020,otoño
viajero_002900,2020-10-18,romantico,26,2,5,20269.87,4053.97,5280.54,8208.33,6781.0,"hoteles_boutique,restaurantes_romanticos,spas",0.9,10,2020,otoño
viajero_002901,2022-12-12,familiar,43,3,5,60820.24,12164.05,23097.31,25680.6,12042.33,"parques_tematicos,museos,playas,restaurantes_familiares",1.47,12,2022,invierno
viajero_002902,2025-11-08,negocios,30,1,3,18642.46,6214.15,5933.1,10966.99,1742.37,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.35,11,2025,otoño
viajero_002903,2020-07-11,gastronomico,56,4,3,36258.34,12086.11,17464.56,14807.73,3986.05,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.5,7,2020,verano
viajero_002904,2023-07-19,familiar,31,4,3,40777.23,13592.41,13905.42,14587.02,12284.79,"parques_tematicos,museos,playas,restaurantes_familiares",1.935,7,2023,verano
viajero_002905,2021-08-07,aventura,37,4,14,138563.75,9897.41,43412.16,58237.74,36913.84,"deportes_extremos,senderismo,tours_naturaleza",1.742,8,2021,verano
viajero_002906,2023-06-24,aventura,21,2,8,29998.71,3749.84,11170.27,12554.95,6273.48,"deportes_extremos,senderismo,tours_naturaleza",1.72,6,2023,verano
viajero_002907,2023-10-31,romantico,36,2,2,10546.1,5273.05,3369.24,3175.74,4001.12,"hoteles_boutique,restaurantes_romanticos,spas",0.968,10,2023,otoño
viajero_002908,2025-12-05,lujo,47,4,6,639556.52,106592.75,200576.48,353829.03,85151.0,"hoteles_lujo,restaurantes_exclusivos,spas_premium",2.025,12,2025,invierno
viajero_002909,2022-12-16,cultural,44,4,3,26725.28,8908.43,7840.27,11123.99,7761.01,"museos,sitios_historicos,tours_culturales,teatros",1.155,12,2022,invierno
viajero_002910,2022-09-05,familiar,39,4,3,40522.61,13507.54,13132.84,15777.4,11612.37,"parques_tematicos,museos,playas,restaurantes_familiares",1.05,9,2022,otoño
viajero_002911,2025-08-27,cultural,32,1,4,13117.79,3279.45,5187.84,5070.12,2859.84,"museos,sitios_historicos,tours_culturales,teatros",1.463,8,2025,verano
viajero_002912,2024-12-27,familiar,39,3,7,107641.15,15377.31,33824.7,33383.13,40433.32,"parques_tematicos,museos,playas,restaurantes_familiares",1.54,12,2024,invierno
viajero_002913,2022-10-23,negocios,34,1,3,19516.4,6505.47,5133.77,11007.04,3375.59,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.365,10,2022,otoño
viajero_002914,2022-11-21,familiar,38,4,7,46879.78,6697.11,16426.49,14545.72,15907.57,"parques_tematicos,museos,playas,restaurantes_familiares",0.84,11,2022,otoño
viajero_002915,2022-02-12,familiar,42,3,3,19746.93,6582.31,7278.42,6520.0,5948.51,"parques_tematicos,museos,playas,restaurantes_familiares",0.735,2,2022,invierno
viajero_002916,2021-08-18,negocios,50,3,2,20217.37,10108.69,7974.97,11903.31,339.08,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.717,8,2021,verano
viajero_002917,2020-11-28,romantico,30,2,4,15056.57,3764.14,5945.94,4957.34,4153.29,"hoteles_boutique,restaurantes_romanticos,spas",0.8,11,2020,otoño
viajero_002918,2022-04-21,lujo,44,3,9,253128.82,28125.42,65037.65,109678.25,78412.92,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.365,4,2022,primavera
viajero_002919,2023-06-02,cultural,62,2,6,28989.46,4831.58,9787.35,10063.73,9138.37,"museos,sitios_historicos,tours_culturales,teatros",1.397,6,2023,verano
viajero_002920,2021-11-06,romantico,32,2,2,13297.33,6648.66,3330.93,4694.51,5271.88,"hoteles_boutique,restaurantes_romanticos,spas",0.82,11,2021,otoño
viajero_002921,2022-02-28,gastronomico,40,3,2,12780.65,6390.33,6800.3,3844.57,2135.78,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.735,2,2022,invierno
viajero_002922,2022-04-16,lujo,49,4,5,224262.75,44852.55,67457.87,110234.44,46570.44,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.365,4,2022,primavera
viajero_002923,2025-07-11,aventura,28,1,6,16544.97,2757.49,5071.02,6940.1,4533.85,"deportes_extremos,senderismo,tours_naturaleza",2.025,7,2025,verano
viajero_002924,2021-03-13,lujo,41,1,3,43878.45,14626.15,13029.88,26074.72,4773.85,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.127,3,2021,primavera
viajero_002925,2023-04-13,gastronomico,60,1,4,17251.89,4312.97,8076.82,6944.62,2230.45,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.183,4,2023,primavera
viajero_002926,2021-02-06,cultural,56,4,4,30445.47,7611.37,10148.2,12878.54,7418.72,"museos,sitios_historicos,tours_culturales,teatros",0.717,2,2021,invierno
viajero_002927,2025-04-26,aventura,30,4,14,66918.41,4779.89,17964.83,24853.07,24100.52,"deportes_extremos,senderismo,tours_naturaleza",1.238,4,2025,primavera
viajero_002928,2023-11-15,romantico,25,2,3,11936.46,3978.82,3252.05,4139.05,4545.35,"hoteles_boutique,restaurantes_romanticos,spas",0.86,11,2023,otoño
viajero_002929,2025-08-06,mochilero,29,1,7,9438.31,1348.33,2862.99,1989.11,4586.21,"hostales,transporte_publico,comida_local",1.575,8,2025,verano
viajero_002930,2022-12-22,romantico,44,2,3,43851.86,14617.29,11534.72,15176.15,17140.99,"hoteles_boutique,restaurantes_romanticos,spas",1.68,12,2022,invierno
viajero_002931,2025-07-13,familiar,36,5,6,109938.75,18323.12,39789.27,33293.89,36855.6,"parques_tematicos,museos,playas,restaurantes_familiares",2.025,7,2025,verano
viajero_002932,2021-04-25,familiar,44,5,4,66943.18,16735.79,22715.11,22083.85,22144.22,"parques_tematicos,museos,playas,restaurantes_familiares",1.23,4,2021,primavera
viajero_002933,2024-04-24,familiar,37,5,5,111408.9,22281.78,30881.47,44517.63,36009.79,"parques_tematicos,museos,playas,restaurantes_familiares",1.32,4,2024,primavera
viajero_002934,2024-12-29,familiar,32,5,5,84468.91,16893.78,25682.56,35759.48,23026.87,"parques_tematicos,museos,playas,restaurantes_familiares",1.54,12,2024,invierno
viajero_002935,2024-03-17,deportivo,30,4,4,38232.5,9558.12,12724.05,13518.74,11989.71,"actividades_deportivas,gimnasios,competencias",0.99,3,2024,primavera
viajero_002936,2025-06-13,familiar,25,5,4,116536.9,29134.22,30641.01,37908.69,47987.2,"parques_tematicos,museos,playas,restaurantes_familiares",1.688,6,2025,verano
viajero_002937,2025-04-06,aventura,36,2,6,19064.56,3177.43,7077.95,6623.8,5362.81,"deportes_extremos,senderismo,tours_naturaleza",1.238,4,2025,primavera
viajero_002938,2023-12-13,familiar,40,4,6,107712.65,17952.11,39080.52,36624.68,32007.44,"parques_tematicos,museos,playas,restaurantes_familiares",1.505,12,2023,invierno
viajero_002939,2022-02-25,negocios,30,2,3,28259.88,9419.96,10452.78,15213.7,2593.41,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.155,2,2022,invierno
viajero_002940,2021-09-16,gastronomico,58,3,2,20316.0,10158.0,8551.15,6859.29,4905.56,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.127,9,2021,otoño
viajero_002941,2021-01-18,gastronomico,34,1,3,6949.92,2316.64,3212.55,2853.53,883.84,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.82,1,2021,invierno
viajero_002942,2021-05-23,lujo,39,2,3,64156.88,21385.63,18252.4,28582.18,17322.3,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.23,5,2021,primavera
viajero_002943,2020-06-03,cultural,58,1,7,20250.07,2892.87,5278.53,6753.97,8217.57,"museos,sitios_historicos,tours_culturales,teatros",1.3,6,2020,verano
viajero_002944,2022-08-08,familiar,32,5,7,194771.4,27824.49,49549.6,69026.89,76194.92,"parques_tematicos,museos,playas,restaurantes_familiares",1.785,8,2022,verano
viajero_002945,2021-01-16,negocios,38,1,3,15316.56,5105.52,4129.77,8864.2,2322.58,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.025,1,2021,invierno
viajero_002946,2021-07-16,negocios,31,1,1,3156.83,3156.83,857.94,1648.62,650.27,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.82,7,2021,verano
viajero_002947,2021-06-13,aventura,22,1,8,11762.18,1470.27,3407.43,5006.4,3348.36,"deportes_extremos,senderismo,tours_naturaleza",1.64,6,2021,verano
viajero_002948,2025-03-03,negocios,41,1,2,7483.89,3741.95,2759.17,3011.45,1713.26,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.35,3,2025,primavera
viajero_002949,2025-06-25,aventura,21,4,14,134527.91,9609.14,49438.49,53224.25,31865.17,"deportes_extremos,senderismo,tours_naturaleza",1.8,6,2025,verano
viajero_002950,2020-05-12,aventura,27,1,12,24201.28,2016.77,6598.06,8850.58,8752.64,"deportes_extremos,senderismo,tours_naturaleza",1.3,5,2020,primavera
viajero_002951,2021-03-29,negocios,50,3,1,9868.0,9868.0,3684.47,5875.93,307.6,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.23,3,2021,primavera
viajero_002952,2020-05-12,aventura,28,4,10,46735.4,4673.54,15179.32,17973.24,13582.85,"deportes_extremos,senderismo,tours_naturaleza",1.3,5,2020,primavera
viajero_002953,2023-10-31,romantico,41,2,5,32975.25,6595.05,10309.2,14189.59,8476.46,"hoteles_boutique,restaurantes_romanticos,spas",0.968,10,2023,otoño
viajero_002954,2021-11-19,negocios,43,3,1,10514.78,10514.78,3145.24,4644.04,2725.5,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.23,11,2021,otoño
viajero_002955,2021-10-27,cultural,60,2,4,22492.01,5623.0,8957.15,8330.14,5204.72,"museos,sitios_historicos,tours_culturales,teatros",1.127,10,2021,otoño
viajero_002956,2023-07-15,deportivo,23,1,7,21769.0,3109.86,6083.95,9440.43,6244.62,"actividades_deportivas,gimnasios,competencias",1.612,7,2023,verano
viajero_002957,2022-06-28,gastronomico,36,3,2,21187.18,10593.59,11581.48,8223.14,1382.56,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.47,6,2022,verano
viajero_002958,2022-06-25,aventura,39,3,10,72844.55,7284.45,24002.21,31973.36,16868.98,"deportes_extremos,senderismo,tours_naturaleza",1.68,6,2022,verano
viajero_002959,2021-05-30,negocios,36,1,3,10225.67,3408.56,3356.25,5219.73,1649.69,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.025,5,2021,primavera
viajero_002960,2025-05-30,wellness,32,2,4,50046.73,12511.68,19933.96,17754.7,12358.07,"spas,yoga,retiros_wellness",1.35,5,2025,primavera
viajero_002961,2023-12-02,familiar,31,5,5,96497.8,19299.56,32727.51,30328.57,33441.72,"parques_tematicos,museos,playas,restaurantes_familiares",1.505,12,2023,invierno
viajero_002962,2021-12-16,aventura,21,4,7,45362.62,6480.37,17435.16,19636.59,8290.87,"deportes_extremos,senderismo,tours_naturaleza",0.82,12,2021,invierno
viajero_002963,2022-04-15,negocios,43,1,1,4650.05,4650.05,1394.69,2244.44,1010.93,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.155,4,2022,primavera
viajero_002964,2020-06-09,familiar,33,4,3,41472.87,13824.29,14674.08,15718.3,11080.49,"parques_tematicos,museos,playas,restaurantes_familiares",1.5,6,2020,verano
viajero_002965,2024-06-08,gastronomico,55,3,3,28685.79,9561.93,13146.25,12345.06,3194.49,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.54,6,2024,verano
viajero_002966,2022-03-03,aventura,21,2,12,29821.91,2485.16,10596.27,11400.91,7824.72,"deportes_extremos,senderismo,tours_naturaleza",0.84,3,2022,primavera
viajero_002967,2023-02-26,negocios,49,1,3,15833.32,5277.77,4067.16,8129.66,3636.51,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.183,2,2023,invierno
viajero_002968,2025-07-23,cultural,59,1,4,17398.72,4349.68,5822.5,5800.56,5775.66,"museos,sitios_historicos,tours_culturales,teatros",1.575,7,2025,verano
viajero_002969,2024-04-24,gastronomico,56,4,4,62021.12,15505.28,25855.65,19762.6,16402.86,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.21,4,2024,primavera
viajero_002970,2020-06-26,romantico,28,2,3,30328.5,10109.5,8555.67,12895.66,8877.17,"hoteles_boutique,restaurantes_romanticos,spas",1.3,6,2020,verano
viajero_002971,2022-10-24,familiar,32,4,3,38762.23,12920.74,10807.53,15896.38,12058.32,"parques_tematicos,museos,playas,restaurantes_familiares",0.945,10,2022,otoño
viajero_002972,2024-12-28,aventura,30,3,7,29755.88,4250.84,9537.79,10774.38,9443.71,"deportes_extremos,senderismo,tours_naturaleza",0.88,12,2024,invierno
viajero_002973,2025-05-21,aventura,38,4,7,70256.86,10036.69,22419.96,21995.06,25841.85,"deportes_extremos,senderismo,tours_naturaleza",1.463,5,2025,primavera
